segment_id,filename,facade_label,ortho_to_street
684842468-736437297,img_684842468-736437297_h0_002.png,0.0,1.0
736437260-736437264,img_736437260-736437264_h1_020.png,0.0,0.0
684842507-736437264,img_684842507-736437264_h1_001.png,0.0,1.0
104824604-736437297,img_104824604-736437297_h0_000.png,0.0,1.0
684842467-736437289,img_684842467-736437289_h0_004.png,0.0,0.0
684842467-736437289,img_684842467-736437289_h1_005.png,0.0,0.0
684842468-684842507,img_684842468-684842507_h1_003.png,0.0,0.0
684842507-736437264,img_684842507-736437264_h0_000.png,0.0,1.0
736437297-736437563,img_736437297-736437563_h1_001.png,0.0,0.0
684842468-736437297,img_684842468-736437297_h1_003.png,0.0,1.0
736437297-736437563,img_736437297-736437563_h0_000.png,0.0,0.0
684842468-736437289,img_684842468-736437289_h1_019.png,0.0,0.0
736437563-4138729482,img_736437563-4138729482_h1_005.png,0.0,0.0
736437260-736437264,img_736437260-736437264_h0_019.png,0.0,0.0
684842507-736437563,img_684842507-736437563_h0_004.png,0.0,1.0
684842507-736437563,img_684842507-736437563_h1_005.png,0.0,1.0
684842507-4138729482,img_684842507-4138729482_h1_001.png,0.0,0.0
736437563-4138729482,img_736437563-4138729482_h0_004.png,0.0,0.0
684828212-736437297,img_684828212-736437297_h1_036.png,0.0,0.0
684842468-684842507,img_684842468-684842507_h0_002.png,0.0,0.0
104824604-736437297,img_104824604-736437297_h1_001.png,0.0,1.0
684828212-736437297,img_684828212-736437297_h0_035.png,0.0,0.0
684842468-736437289,img_684842468-736437289_h0_018.png,0.0,0.0
684842467-736437289,img_684842467-736437289_h0_002.png,0.0,0.0
684842507-736437264,img_684842507-736437264_h1_005.png,0.0,1.0
684842468-736437297,img_684842468-736437297_h0_000.png,0.0,1.0
684842507-736437264,img_684842507-736437264_h0_004.png,0.0,1.0
684842467-684842468,img_684842467-684842468_h1_003.png,,
684842468-736437289,img_684842468-736437289_h1_025.png,,
684842467-736437289,img_684842467-736437289_h1_003.png,,
736437260-736437264,img_736437260-736437264_h0_021.png,0.0,0.0
736437260-736437264,img_736437260-736437264_h1_022.png,0.0,0.0
684842467-736437264,img_684842467-736437264_h0_000.png,,
684842467-736437264,img_684842467-736437264_h1_001.png,,
684842462-736437264,img_684842462-736437264_h0_000.png,,
684842462-736437264,img_684842462-736437264_h1_001.png,,
684842468-736437289,img_684842468-736437289_h1_021.png,,
684842468-736437289,img_684842468-736437289_h0_020.png,,
684842468-684842507,img_684842468-684842507_h1_001.png,,
684842468-736437297,img_684842468-736437297_h1_001.png,,
684842467-684842468,img_684842467-684842468_h0_002.png,,
684842468-684842507,img_684842468-684842507_h0_000.png,0.5,0.0
684842468-736437289,img_684842468-736437289_h1_023.png,,
684842467-736437264,img_684842467-736437264_h1_005.png,,
684842467-736437264,img_684842467-736437264_h0_004.png,0.0,0.0
684842467-684842468,img_684842467-684842468_h0_000.png,0.0,1.0
736437260-736437264,img_736437260-736437264_h1_024.png,,
736437260-736437264,img_736437260-736437264_h0_023.png,,
684842468-736437289,img_684842468-736437289_h0_022.png,,
684842467-684842468,img_684842467-684842468_h1_001.png,,
684842467-736437289,img_684842467-736437289_h0_000.png,,
684842463-684842467,img_684842463-684842467_h1_021.png,,
684842467-736437289,img_684842467-736437289_h1_001.png,,
684842463-684842467,img_684842463-684842467_h0_020.png,,
736437258-871704781,img_736437258-871704781_h0_036.png,,
736437258-4469460368,img_736437258-4469460368_h0_000.png,,
736437258-1436093654,img_736437258-1436093654_h0_000.png,,
736437386-1436093654,img_736437386-1436093654_h0_004.png,,
736437258-871704781,img_736437258-871704781_h1_037.png,0.0,0.0
736437258-736437260,img_736437258-736437260_h0_000.png,,
736437258-1436093654,img_736437258-1436093654_h1_001.png,,
736437258-4469460368,img_736437258-4469460368_h1_001.png,,
736437258-736437260,img_736437258-736437260_h1_001.png,0.0,0.0
736437386-1436093654,img_736437386-1436093654_h1_005.png,,
736437258-4469460368,img_736437258-4469460368_h0_002.png,,
736437260-5664138670,img_736437260-5664138670_h0_010.png,,
736437260-5664138670,img_736437260-5664138670_h1_011.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_012.png,,
684842393-5664138670,img_684842393-5664138670_h1_015.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_013.png,,
684842393-5664138670,img_684842393-5664138670_h0_014.png,,
736437258-4469460368,img_736437258-4469460368_h1_003.png,,
736437258-4469460368,img_736437258-4469460368_h1_005.png,0.0,0.0
736437258-4469460368,img_736437258-4469460368_h0_004.png,,
736437258-4469460368,img_736437258-4469460368_h1_007.png,,
736437258-4469460368,img_736437258-4469460368_h0_006.png,,
736437260-5664138670,img_736437260-5664138670_h0_012.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_015.png,,
736437260-5664138670,img_736437260-5664138670_h1_013.png,,
684842393-5664138670,img_684842393-5664138670_h0_018.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_014.png,,
684842393-5664138670,img_684842393-5664138670_h1_019.png,0.0,1.0
684842393-5664138670,img_684842393-5664138670_h1_017.png,,
684842393-5664138670,img_684842393-5664138670_h0_016.png,,
736437258-4469460368,img_736437258-4469460368_h0_016.png,,
736437258-4469460368,img_736437258-4469460368_h1_017.png,0.0,1.0
4469460368-5664138670,img_4469460368-5664138670_h1_009.png,,
736437258-4469460368,img_736437258-4469460368_h1_011.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_008.png,,
736437258-4469460368,img_736437258-4469460368_h0_010.png,,
736437258-4469460368,img_736437258-4469460368_h1_019.png,,
736437258-4469460368,img_736437258-4469460368_h0_018.png,,
736437258-4469460368,img_736437258-4469460368_h1_013.png,,
736437258-4469460368,img_736437258-4469460368_h0_012.png,,
736437258-4469460368,img_736437258-4469460368_h1_021.png,,
736437258-4469460368,img_736437258-4469460368_h0_020.png,0.0,1.0
4469460368-5664138670,img_4469460368-5664138670_h0_010.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_011.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_006.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_007.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_004.png,,
736437258-871704781,img_736437258-871704781_h1_035.png,,
736437258-4469460368,img_736437258-4469460368_h0_008.png,,
736437258-4469460368,img_736437258-4469460368_h1_009.png,,
736437258-871704781,img_736437258-871704781_h0_034.png,,
736437258-4469460368,img_736437258-4469460368_h1_015.png,,
736437258-4469460368,img_736437258-4469460368_h0_014.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_005.png,,
736437258-4469460368,img_736437258-4469460368_h1_023.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_020.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_021.png,,
736437258-4469460368,img_736437258-4469460368_h0_022.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_003.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_002.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_019.png,,
104566764-4469460368,img_104566764-4469460368_h1_013.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_018.png,,
104566764-4469460368,img_104566764-4469460368_h0_012.png,,
104566764-4469460368,img_104566764-4469460368_h1_011.png,,
104566764-4469460368,img_104566764-4469460368_h0_010.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_017.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_016.png,,
736437258-4469460368,img_736437258-4469460368_h1_025.png,,
4469460368-5664138670,img_4469460368-5664138670_h0_000.png,,
4469460368-5664138670,img_4469460368-5664138670_h1_001.png,,
104566764-4469460368,img_104566764-4469460368_h0_008.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_022.png,,
736437258-4469460368,img_736437258-4469460368_h0_024.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_023.png,,
104566764-4469460368,img_104566764-4469460368_h1_009.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_015.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_014.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_009.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_008.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_012.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_013.png,,
4469460367-4469460368,img_4469460367-4469460368_h0_010.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_011.png,0.0,1.0
4469460367-4469460368,img_4469460367-4469460368_h0_002.png,,
4469460367-6782196318,img_4469460367-6782196318_h0_002.png,,
4469460367-4469460368,img_4469460367-4469460368_h1_003.png,,
4469460367-6782196318,img_4469460367-6782196318_h1_003.png,,
684842444-684842512,img_684842444-684842512_h0_000.png,,
684842444-684842512,img_684842444-684842512_h1_001.png,,
684842444-684842512,img_684842444-684842512_h1_003.png,,
684842444-684842512,img_684842444-684842512_h0_002.png,,
684828449-684844055,img_684828449-684844055_h0_014.png,,
684828175-684828213,img_684828175-684828213_h0_032.png,,
684828130-684842314,img_684828130-684842314_h1_003.png,,
684828175-684828213,img_684828175-684828213_h1_033.png,,
684828130-684842314,img_684828130-684842314_h1_001.png,,
684828175-684828213,img_684828175-684828213_h1_035.png,,
684828175-684828213,img_684828175-684828213_h0_034.png,,
684828130-684842314,img_684828130-684842314_h0_000.png,,
684828449-684844055,img_684828449-684844055_h1_017.png,,
684828449-684844055,img_684828449-684844055_h0_016.png,,
684828449-684844055,img_684828449-684844055_h1_019.png,,
684828175-684828213,img_684828175-684828213_h0_040.png,,
684828175-684828213,img_684828175-684828213_h1_041.png,,
684828449-684844055,img_684828449-684844055_h0_018.png,,
684828175-684828213,img_684828175-684828213_h1_043.png,,
684828175-684828213,img_684828175-684828213_h0_042.png,,
684842276-684844042,img_684842276-684844042_h1_055.png,,
684828449-684844055,img_684828449-684844055_h1_021.png,,
684828449-684844055,img_684828449-684844055_h0_020.png,,
684842276-684844042,img_684842276-684844042_h0_054.png,,
684842276-684844042,img_684842276-684844042_h0_056.png,,
684842276-684844042,img_684842276-684844042_h1_057.png,,
684842276-684844042,img_684842276-684844042_h1_067.png,,
684842276-684844042,img_684842276-684844042_h0_066.png,,
684842276-684844042,img_684842276-684844042_h0_064.png,,
684842276-684844042,img_684842276-684844042_h1_065.png,,
684828175-684828213,img_684828175-684828213_h1_045.png,,
684842276-684844042,img_684842276-684844042_h1_053.png,,
684842276-684844042,img_684842276-684844042_h0_052.png,,
684828449-684844055,img_684828449-684844055_h0_024.png,1.0,1.0
684828175-684828213,img_684828175-684828213_h0_046.png,,
684828449-684844055,img_684828449-684844055_h1_025.png,,
684842276-684844042,img_684842276-684844042_h0_048.png,,
684842276-684844042,img_684842276-684844042_h1_049.png,,
684842276-684844042,img_684842276-684844042_h0_046.png,,
684828175-684828213,img_684828175-684828213_h1_051.png,,
684842276-684844042,img_684842276-684844042_h1_047.png,,
684828175-684828213,img_684828175-684828213_h0_050.png,,
684842276-684844042,img_684842276-684844042_h1_045.png,,
684842276-684844042,img_684842276-684844042_h0_044.png,,
684828175-684828213,img_684828175-684828213_h0_052.png,,
684842276-684844042,img_684842276-684844042_h1_043.png,,
684828449-684844055,img_684828449-684844055_h1_031.png,,
684842276-684844042,img_684842276-684844042_h1_063.png,,
684842276-684844042,img_684842276-684844042_h0_062.png,,
684842276-684844042,img_684842276-684844042_h0_060.png,,
684842276-684844042,img_684842276-684844042_h1_061.png,,
2634770676-5175252868,img_2634770676-5175252868_h1_013.png,,
2634770676-5175252868,img_2634770676-5175252868_h0_012.png,,
105965301-5175252868,img_105965301-5175252868_h0_010.png,,
2634770676-5175252868,img_2634770676-5175252868_h1_015.png,,
684842276-684844042,img_684842276-684844042_h0_042.png,,
684828175-684828213,img_684828175-684828213_h1_053.png,,
684828449-684844055,img_684828449-684844055_h0_030.png,,
684828175-684828213,img_684828175-684828213_h0_044.png,,
684828449-684844055,img_684828449-684844055_h1_023.png,,
684828449-684844055,img_684828449-684844055_h0_022.png,,
684842276-684844042,img_684842276-684844042_h1_039.png,,
684842276-684844042,img_684842276-684844042_h0_038.png,,
105175777-5175252868,img_105175777-5175252868_h1_039.png,,
105175777-5175252868,img_105175777-5175252868_h0_038.png,,
105175777-5175252868,img_105175777-5175252868_h0_036.png,,
105965301-5175252868,img_105965301-5175252868_h1_011.png,,
105175777-5175252868,img_105175777-5175252868_h1_037.png,,
2634770676-5175252868,img_2634770676-5175252868_h0_014.png,,
105175777-5175252868,img_105175777-5175252868_h0_034.png,,
2634770676-5175252868,img_2634770676-5175252868_h0_016.png,,
2634770676-5175252868,img_2634770676-5175252868_h1_017.png,,
105175777-5175252868,img_105175777-5175252868_h1_035.png,,
105965301-5175252868,img_105965301-5175252868_h1_013.png,,
105175777-5175252868,img_105175777-5175252868_h1_045.png,,
105965301-5175252868,img_105965301-5175252868_h0_012.png,,
105175777-5175252868,img_105175777-5175252868_h0_044.png,,
2634770676-5175252868,img_2634770676-5175252868_h0_018.png,1.0,1.0
2634770676-5175252868,img_2634770676-5175252868_h1_019.png,,
105175777-5175252868,img_105175777-5175252868_h0_042.png,,
105175777-5175252868,img_105175777-5175252868_h1_043.png,,
105175777-5175252868,img_105175777-5175252868_h0_040.png,,
105175777-5175252868,img_105175777-5175252868_h1_041.png,,
105965301-105965312,img_105965301-105965312_h1_021.png,,
105965301-105965312,img_105965301-105965312_h0_020.png,,
105965301-105965312,img_105965301-105965312_h1_019.png,,
105965301-105965312,img_105965301-105965312_h0_018.png,,
105965301-105965312,img_105965301-105965312_h0_006.png,,
105965301-105965312,img_105965301-105965312_h1_007.png,,
105965301-105965312,img_105965301-105965312_h1_017.png,1.0,1.0
105965301-105965312,img_105965301-105965312_h0_016.png,,
106099212-736437289,img_106099212-736437289_h1_011.png,,
106099212-736437289,img_106099212-736437289_h0_010.png,,
684842468-736437289,img_684842468-736437289_h1_015.png,,
684842320-684842330,img_684842320-684842330_h0_016.png,,
684842467-736437289,img_684842467-736437289_h0_016.png,,
684828130-684842314,img_684828130-684842314_h1_039.png,,
684842467-736437289,img_684842467-736437289_h1_017.png,,
684842311-684842331,img_684842311-684842331_h0_032.png,,
684842311-684842312,img_684842311-684842312_h1_001.png,,
684842311-684842312,img_684842311-684842312_h0_000.png,,
684842311-1362263182,img_684842311-1362263182_h0_022.png,,
684842320-684842330,img_684842320-684842330_h1_017.png,,
684842468-736437289,img_684842468-736437289_h0_014.png,,
684842311-1362263182,img_684842311-1362263182_h1_023.png,,
684828130-684842314,img_684828130-684842314_h0_038.png,,
684842311-684842331,img_684842311-684842331_h1_033.png,,
684842311-1362263182,img_684842311-1362263182_h1_021.png,,
684828130-684842314,img_684828130-684842314_h0_036.png,,
684828130-684842314,img_684828130-684842314_h1_037.png,,
684842311-1362263182,img_684842311-1362263182_h0_020.png,,
684842311-684842331,img_684842311-684842331_h0_030.png,,
684842320-684842330,img_684842320-684842330_h1_025.png,,
684842311-684842331,img_684842311-684842331_h1_031.png,,
684842320-684842330,img_684842320-684842330_h0_024.png,,
684828130-684842314,img_684828130-684842314_h1_033.png,,
684842311-1362263182,img_684842311-1362263182_h1_019.png,,
684828130-684842314,img_684828130-684842314_h0_032.png,,
684842320-684842330,img_684842320-684842330_h0_026.png,,
684842311-684842331,img_684842311-684842331_h1_029.png,,
684842311-684842331,img_684842311-684842331_h0_028.png,,
684842320-684842330,img_684842320-684842330_h1_027.png,,
684842311-1362263182,img_684842311-1362263182_h0_018.png,,
684842474-684842485,img_684842474-684842485_h0_015.png,,
684828175-684828213,img_684828175-684828213_h1_007.png,,
684828175-684828213,img_684828175-684828213_h0_006.png,,
684842460-684842474,img_684842460-684842474_h1_020.png,,
684828130-684842314,img_684828130-684842314_h1_031.png,,
684828130-684842314,img_684828130-684842314_h0_030.png,,
684842311-684842331,img_684842311-684842331_h1_025.png,,
684842311-1362263182,img_684842311-1362263182_h0_016.png,,
684828175-684828213,img_684828175-684828213_h0_008.png,,
684828175-684828213,img_684828175-684828213_h1_009.png,1.0,1.0
684842474-684842485,img_684842474-684842485_h1_012.png,,
684842474-684842485,img_684842474-684842485_h0_011.png,,
684842311-684842331,img_684842311-684842331_h0_024.png,,
684842474-684842485,img_684842474-684842485_h1_007.png,,
684842474-684842485,img_684842474-684842485_h0_006.png,,
684842311-1362263182,img_684842311-1362263182_h1_017.png,,
684842460-684842474,img_684842460-684842474_h0_019.png,,
684842462-684842485,img_684842462-684842485_h0_004.png,,
684842462-684842485,img_684842462-684842485_h1_005.png,,
684828175-684828213,img_684828175-684828213_h0_010.png,,
684828175-684828213,img_684828175-684828213_h1_011.png,,
684842468-736437289,img_684842468-736437289_h1_024.png,,
684842463-684842467,img_684842463-684842467_h1_019.png,,
684842462-736437264,img_684842462-736437264_h1_003.png,,
684842463-684842467,img_684842463-684842467_h0_018.png,,
684842462-736437264,img_684842462-736437264_h0_002.png,,
684842463-684842467,img_684842463-684842467_h1_011.png,,
684842462-736437264,img_684842462-736437264_h1_011.png,,
684842463-684842467,img_684842463-684842467_h0_010.png,,
684842462-736437264,img_684842462-736437264_h0_010.png,,
684842462-736437264,img_684842462-736437264_h1_015.png,,
104472649-106099212,img_104472649-106099212_h1_015.png,,
104472649-106099212,img_104472649-106099212_h0_014.png,0.5,0.5
684828146-684828149,img_684828146-684828149_h0_004.png,,
684828146-684828149,img_684828146-684828149_h1_005.png,,
684842474-684842485,img_684842474-684842485_h1_005.png,,
684842320-684842330,img_684842320-684842330_h1_039.png,,
104472649-106099212,img_104472649-106099212_h0_012.png,,
684828139-684828146,img_684828139-684828146_h1_009.png,,
106099212-736437289,img_106099212-736437289_h1_003.png,,
106099212-736437289,img_106099212-736437289_h0_002.png,,
106056474-4599846705,img_106056474-4599846705_h1_001.png,,
105963772-106056474,img_105963772-106056474_h0_000.png,,
106056485-1362263182,img_106056485-1362263182_h1_001.png,1.0,1.0
106056485-1362263182,img_106056485-1362263182_h0_000.png,,
104572642-106056474,img_104572642-106056474_h1_029.png,,
106056474-4599846705,img_106056474-4599846705_h0_000.png,,
684800917-684828139,img_684800917-684828139_h0_006.png,,
684842474-684842485,img_684842474-684842485_h0_000.png,,
684842474-1362263182,img_684842474-1362263182_h1_007.png,,
684842474-684842485,img_684842474-684842485_h1_001.png,,
684842276-1362263187,img_684842276-1362263187_h1_025.png,,
684842276-1362263187,img_684842276-1362263187_h0_024.png,,
106056485-1362263187,img_106056485-1362263187_h0_000.png,,
684842330-1362263187,img_684842330-1362263187_h1_003.png,,
106056485-1362263187,img_106056485-1362263187_h1_001.png,,
684842330-1362263187,img_684842330-1362263187_h0_002.png,,
684842311-1362263182,img_684842311-1362263182_h1_013.png,,
684842320-684842330,img_684842320-684842330_h0_038.png,,
684842474-684842485,img_684842474-684842485_h0_004.png,,
684842460-684842474,img_684842460-684842474_h1_005.png,,
684842311-1362263182,img_684842311-1362263182_h0_012.png,,
684842460-684842474,img_684842460-684842474_h0_004.png,0.0,1.0
684842474-684842485,img_684842474-684842485_h0_002.png,,
684842320-684842330,img_684842320-684842330_h1_041.png,,
684842474-684842485,img_684842474-684842485_h1_003.png,,
684842311-1362263182,img_684842311-1362263182_h1_011.png,,
684842311-1362263182,img_684842311-1362263182_h0_010.png,,
684842460-684842474,img_684842460-684842474_h1_003.png,,
684842460-684842474,img_684842460-684842474_h0_002.png,,
684842320-684842330,img_684842320-684842330_h0_040.png,,
684842311-1362263182,img_684842311-1362263182_h0_008.png,,
684842311-1362263182,img_684842311-1362263182_h1_009.png,,
684842320-684842330,img_684842320-684842330_h0_042.png,,
684842320-684842330,img_684842320-684842330_h1_043.png,,
684842460-684842474,img_684842460-684842474_h0_000.png,,
684842460-684842474,img_684842460-684842474_h1_001.png,,
684842276-1362263187,img_684842276-1362263187_h0_022.png,,
684842276-1362263187,img_684842276-1362263187_h1_023.png,,
106056474-106056485,img_106056474-106056485_h1_003.png,,
684842320-684842330,img_684842320-684842330_h0_048.png,,
684842330-684842331,img_684842330-684842331_h0_034.png,,
684842320-684842330,img_684842320-684842330_h1_049.png,,
684800917-684828139,img_684800917-684828139_h0_000.png,0.5,0.0
684842311-1362263182,img_684842311-1362263182_h0_002.png,0.5,1.0
684842474-1362263182,img_684842474-1362263182_h0_002.png,,
684842474-1362263182,img_684842474-1362263182_h1_003.png,,
684842330-1362263187,img_684842330-1362263187_h1_001.png,,
684842330-1362263187,img_684842330-1362263187_h0_000.png,,
684842311-1362263182,img_684842311-1362263182_h1_003.png,,
684842330-684842331,img_684842330-684842331_h1_035.png,,
684828139-684828146,img_684828139-684828146_h1_001.png,,
684800917-684828139,img_684800917-684828139_h1_001.png,,
106056474-106056485,img_106056474-106056485_h0_002.png,,
684828139-684828146,img_684828139-684828146_h0_000.png,,
104572642-106056474,img_104572642-106056474_h0_028.png,,
684842474-1362263182,img_684842474-1362263182_h1_001.png,,
106056485-1362263187,img_106056485-1362263187_h1_003.png,,
106056474-106056485,img_106056474-106056485_h0_000.png,,
106056485-1362263187,img_106056485-1362263187_h0_002.png,,
105963772-106056474,img_105963772-106056474_h1_001.png,,
684842311-1362263182,img_684842311-1362263182_h1_001.png,,
684842311-1362263182,img_684842311-1362263182_h0_000.png,,
684842474-1362263182,img_684842474-1362263182_h0_000.png,0.5,0.5
106056474-106056485,img_106056474-106056485_h1_001.png,,
684842474-1362263182,img_684842474-1362263182_h0_006.png,,
684842474-1362263182,img_684842474-1362263182_h1_005.png,,
684842474-1362263182,img_684842474-1362263182_h0_004.png,,
684842311-1362263182,img_684842311-1362263182_h0_006.png,,
106056474-106056485,img_106056474-106056485_h1_007.png,,
684842311-1362263182,img_684842311-1362263182_h1_007.png,,
684842330-684842331,img_684842330-684842331_h0_030.png,,
684842330-684842331,img_684842330-684842331_h1_031.png,,
106056474-106056485,img_106056474-106056485_h0_006.png,,
684842320-684842330,img_684842320-684842330_h0_044.png,,
4599846701-4599846705,img_4599846701-4599846705_h1_017.png,,
106056474-4599846705,img_106056474-4599846705_h1_003.png,,
106056474-4599846705,img_106056474-4599846705_h0_002.png,,
4599846705-4599846707,img_4599846705-4599846707_h0_000.png,,
4599846701-4599846705,img_4599846701-4599846705_h0_016.png,,
105963772-106056474,img_105963772-106056474_h0_004.png,,
105012363-4599846705,img_105012363-4599846705_h1_017.png,,
4599846705-4599846707,img_4599846705-4599846707_h1_001.png,,
104572642-106056474,img_104572642-106056474_h1_027.png,,
104572642-106056474,img_104572642-106056474_h0_026.png,,
684842460-684842474,img_684842460-684842474_h1_024.png,,
684842460-684842474,img_684842460-684842474_h0_023.png,,
684842463-684842467,img_684842463-684842467_h0_004.png,,
684842463-684842467,img_684842463-684842467_h1_005.png,,
684842463-684842467,img_684842463-684842467_h1_007.png,,
684842463-684842467,img_684842463-684842467_h0_006.png,,
684842474-684842485,img_684842474-684842485_h0_008.png,,
684842474-684842485,img_684842474-684842485_h1_009.png,,
684842474-684842485,img_684842474-684842485_h1_010.png,,
684842474-684842485,img_684842474-684842485_h1_022.png,,
684842474-684842485,img_684842474-684842485_h0_021.png,0.5,0.5
684842320-684842330,img_684842320-684842330_h0_028.png,,
684842320-684842330,img_684842320-684842330_h1_029.png,,
684842462-736437264,img_684842462-736437264_h1_013.png,,
684842462-736437264,img_684842462-736437264_h0_012.png,,
684842463-684842467,img_684842463-684842467_h0_008.png,,
684842463-684842467,img_684842463-684842467_h1_009.png,,
684828175-684828213,img_684828175-684828213_h1_019.png,,
684842460-684842474,img_684842460-684842474_h1_028.png,0.5,1.0
684842460-684842474,img_684842460-684842474_h0_027.png,,
684828175-684828213,img_684828175-684828213_h0_018.png,1.0,1.0
684842463-684842485,img_684842463-684842485_h1_005.png,,
684842474-684842485,img_684842474-684842485_h1_014.png,,
684842311-1362263182,img_684842311-1362263182_h0_014.png,,
684842311-1362263182,img_684842311-1362263182_h1_015.png,,
684828130-684842314,img_684828130-684842314_h0_034.png,,
684828130-684842314,img_684828130-684842314_h1_035.png,,
684842463-684842485,img_684842463-684842485_h0_004.png,,
684842311-684842331,img_684842311-684842331_h0_026.png,,
684842463-684842467,img_684842463-684842467_h1_001.png,0.5,0.0
684842474-684842485,img_684842474-684842485_h0_013.png,,
684842463-684842467,img_684842463-684842467_h0_000.png,,
684842311-684842331,img_684842311-684842331_h1_027.png,,
684842460-684842474,img_684842460-684842474_h1_010.png,,
